user_name,user_location,user_description,user_followers,user_friends,user_favourites,user_verified,text,hashtags,source,is_retweet,date_only
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1660.76 USD
#Bitcoin 0.0703412020130402 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-06-25
bitboy_crypto,,"Ben Armstrong personal Twitter . #Bitcoin #Ethereum #Cryptocurrency Content Creator,Coach ,Investor,& Husband.",115,867,33,False,Let come together and fight for that we believe in - a future where insolvencies are a thing of the past and decentralized finance is accessible to all. #Bitcoin #crypto https://t.co/xuvfrAvwuN,"['Bitcoin', 'crypto']",Twitter for iPhone,False,2024-10-24
BitcoinFloats,,Informative bot about bitcoin fluctuations.,49,0,36,False,"BITCOIN WENT UP!

USD $23,612.02 (+0,56%)
Yesterday: +0,52%
Last 30 days: -0,56%

#bitcoin",['bitcoin'],cryptfloats webapp,False,2024-05-06
GOATofWallStreet,,Greatest trading opinions of all time ðŸðŸðŸ,56,111,6,False,"Stocks moving in after-hours: Zoom, Occidental Petroleum, Workday
#stockmarket #stocks #stockstowatch #electricvehiclestocks #marketnews #stockstobuy #stockgrowth #bitcoin #crypto
https://t.co/b9rj7x4TSY","['stockmarket', 'stocks', 'stockstowatch', 'electricvehiclestocks', 'marketnews', 'stockstobuy', 'stockgrowth', 'bitcoin', 'crypto']",Twitter Web App,False,2024-07-22
Raishiz Crypto Signals,London,Visit https://t.co/WilzDTqSji to watch live signals. Visit https://t.co/fkKHa6WWnc to purchase.,152,2,3,False,Crypto News: Silvergate stock plunges 31% after delayed filing raises doubts over future ; https://t.co/xf96t7aTlA ----- #BTC #Bitcoin #ETH #Cryptocurrency #cryptoupdate #Crash #Bullish #Bearish #Ethereum #Binance #BNB,"['BTC', 'Bitcoin', 'ETH', 'Cryptocurrency', 'cryptoupdate', 'Crash', 'Bullish', 'Bearish', 'Ethereum', 'Binance', 'BNB']",Raishiz News,False,2024-03-11
24/7 Bitcoin TV âš¡ðŸ§¡â˜£ï¸,a fire in cyberspace,"24/7 Bitcoin-only TV channel, curated by @future_hodl - LIVE right now on Twitch! https://t.co/VWIr0LyL7S

âš¡ï¸ bitcointvchannel@getalby.com",157,886,33791,False,"Cypherpunks write code
#Bitcoin",['Bitcoin'],BitcoinTVNowPlaying,False,2024-09-25
the_bitcoin_solar_api,"San Francisco, CA",building the #Bitcoin API for fastest #solar payback | CEO at https://t.co/6RbZ3NjoXm & https://t.co/Qy4S2eDrdn,782,571,796,False,"The news here is that we should neither be scared of #solar curtailments or the energy use of #Bitcoin 

The pairing/co-location of them is symbiotic in that revenues from #Bitcoin mining of stranded energy will reduce payback for #solar projects.","['solar', 'Bitcoin', 'Bitcoin', 'solar']",Twitter for iPhone,False,2024-09-17
Bitcoin updates,,"I tweet about the $BTC price every 15 minutes.
Data is retrieved from @binance.

#Bitcoin #BTC

More bots ðŸ¤–:
#ETH: @Ethereum8News
#BNB: @BNB8News",6906,6,21,False,"The $BTC price is at $23,606.62 right now.
ðŸŸ¢ Compared to the last tweet, the price has increased by $71.32 (0.30%).
ðŸŸ¢ In the last 24 hours the price has increased by $457.29 (1.98%).

#Bitcoin #BTC https://t.co/RSRN8uqnE1","['Bitcoin', 'BTC']",Pamboo Crypto,False,2024-06-19
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1662.49 USD
#Bitcoin 0.07041446 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-03-10
RETURN,,Where tech aligns,3014,60,99,False,"Make sure to check out the 2nd episode of our podcast, featuring @jonst0kes and @nic__carter. They explore the history of crypto regulations, why Operation Chokepoint 2.0 is different, and solutions to help push back regulatory overreach. #Crypto #Bitcoin https://t.co/xPdFrG8yH0","['Crypto', 'Bitcoin']",Twitter Web App,False,2024-02-10
Man.zth,Jakarta Capital Region,Never gonna give you up !,156,1019,667,False,"@airdropinspect Great project, great team. love to participate in this seems very strong and profitable project !!

#Airdrop #Airdrops #Airdropinspector #ZebecLabs #NautilusChain #USDTâ€¯â€¯â€¯ #Crypto #Bitcoin","['Airdrop', 'Airdrops', 'Airdropinspector', 'ZebecLabs', 'NautilusChain', 'USDT', 'Crypto', 'Bitcoin']",Twitter for Android,False,2024-08-01
Trackify | #1 BTC Price Action Bot,Monitoring BTCUSDT...,ðŸ“ˆ| #1 BTC Price Action Bot ðŸ•’| Notifies every 5 minutes,119,1,206,False,"Bitcoin has decreased -0.11% in the past 5 minutes!
Started at $23625.44
Ended at $23598.72

#BTC #crypto #bitcoin #cryptocurrency #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #twitter #ltc #binance #finance","['BTC', 'crypto', 'bitcoin', 'cryptocurrency', 'ethereum', 'blockchain', 'eth', 'currency', 'xrp', 'trading', 'price', 'exchange', 'twitter', 'ltc', 'binance', 'finance']",bitcoinpricetracker,False,2024-02-07
Masya Allah CongratsðŸŒ¹,,My account suspend @trimenang @imready2win @AeRicityywin @juli_bigwins777 @ningsihm163 @0xmanife1stwin plz don't reroll..Bismillah berkah win #REDUX - $REDUX,74,3736,6124,False,"@SirKunt @PtpWallet I think this project will continue to increase in achievement, because #Bitcoin has potential",['Bitcoin'],Twitter for Android,False,2024-06-29
Bitcoin Price Ticker,,Tweets the current price of #bitcoin every 5 minutes,122,9,9,False,"1â‚¿ = $23650 2.34%ðŸ“ˆ

Details:
Change: ðŸ“ˆ541.67$
24H Low = $23079ðŸ”»
24H High = $23884ðŸ’¹

#bitcoin #btc","['bitcoin', 'btc']",BitcoinLivePriceTicker,False,2024-02-26
King Mike $Haki $Luffy,,"Crypto Trader, Investor |GemðŸ’ŽHunterðŸ¹",66,199,337,False,@yourcryptodj I've been following the development of #LuffyToken and #HakiToken for a while now and I'm excited to see where they're headed. Both projects have some serious potential! #crypto #bitcoin #ethereum @luffyinutoken @hakitoken https://t.co/65nOZjzeUQ,"['LuffyToken', 'HakiToken', 'crypto', 'bitcoin', 'ethereum']",Twitter Web App,False,2024-10-04
âš¡ Mr. Crypto GiantsðŸ‹,"Dubai, United Arab Emirates","ðŸ’¥Follow if you want to be in crypto knowledge heaven!!!ðŸ”¥ðŸ¤‘ðŸ’¸ðŸ’µ

https://t.co/peAB3PEIhx",763,0,2,False,"ðŸš¨ #Binance Tests AI-Infused #NFT Platform Bicasso in Limited 10K Mint Run
#Bitcoin https://t.co/RZhfKA6LDV","['Binance', 'NFT', 'Bitcoin']",CryptoGiants_,False,2024-07-25
Charles _hacks,,Professional Recovery Services #Crypto #Cloud_ID #Snapchat #Instagram #Spying #Games #NFT #Account_Recovery DONT DM FOR FREEðŸ’»,480,36,9,False,"I have 24/7 access to all hacking services
#Hack #coinbase #Hacking #bitcoin #BEP2 https://t.co/Ie9f2xyifu","['Hack', 'coinbase', 'Hacking', 'bitcoin', 'BEP2']",Twitter for Android,False,2024-12-19
Amin(Biconomy BD Manager),Canada,ðŸ‡¨ðŸ‡¦ #Biconomy - Canadia #DigitalAssets Exchange ðŸŒŽ Native #BITToken ðŸ’¸  Buy and Trade #crypto #BTC #ETH #USD ðŸ†Join:https://t.co/QnnPA1HOML,22,73,92,False,"@BiconomyCom @numerai @AdoraFinance @AptosLabs @TheTNetwork Congratulations To The Gainers Teams ðŸ¥³ 

$NMR @numerai
$ARA @AdoraFinance
$APT @AptosLabs
$SBT #SolBit
$T @TheTNetwork

#Crypto #Trading #Bitcoinâ€¯â€¯â€¯ #BTCâ€¯â€¯â€¯ #ETH #BIT #Cryptocurrencies #altcoins #cryptomarket #cryptos","['SolBit', 'Crypto', 'Trading', 'Bitcoin', 'BTC', 'ETH', 'BIT', 'Cryptocurrencies', 'altcoins', 'cryptomarket', 'cryptos']",Twitter for Android,False,2024-11-14
â‚¿itcoin IS the Revolution ðŸ‡ºðŸ‡² âš¡ ðŸ‡¸ðŸ‡»,Montana,"#stackchain block 2361 2497 2760
#bitcoin $mstr $btc #cyberhornet #pleb #â‚¿itcoinDaddy #heatpunk

npub1tmlkcys9e8d4s2rrj794kt5un2nn54lxc804ym7ac2ue",2472,4057,81777,False,"@CryptoLegend51 you can't ""invest"" in #bitcoin, you can only invest into securities.

you can buy and sell commodities. you can't invest into them. 

When you say ""invest"" it is implied that you are seeking a profit. 

There's only one revolution, bitcoin, not 20,000 of them.",['bitcoin'],Twitter Web App,False,2024-09-10
Karen F,,,11,19,176,False,"ReInspector found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/ze3CsSRXbc #cryptocurrency #2491734 https://t.co/Ccv7nGz7pc","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,2024-07-30
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",1809,1,0,False,"BTCUSDT [5m]: 20/50 EMA Cross Up

$BTC #BTC #Bitcoin https://t.co/q6D9Nhfy9q","['BTC', 'Bitcoin']",JumpLineAlerts,False,2024-11-06
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",1809,1,0,False,"BTCUSDT [5m]: RSI Overbought

$BTC #BTC #Bitcoin https://t.co/fWGG0KsSc6","['BTC', 'Bitcoin']",JumpLineAlerts,False,2024-01-07
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.52 USD

#Bitcoin 0.01281 BTC

#Ethereum 0.18214 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-03-19
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1660.93 USD
#Bitcoin 0.07034157972416978 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-11-08
Jeff Dally,"Hoboken, NJ",ðŸ’°Sales ðŸ“ˆ Trader ðŸŽ“SCF ðŸŽ“UCA âš¾ï¸ College|Pro Baseball Founder|CEO of @DPROformance,404,368,9002,False,"@vanessasierra00 Iâ€™m not even early to the game #Bitcoin 

Smart money doesnâ€™t save their money https://t.co/ULztKkodSs",['Bitcoin'],Twitter for iPhone,False,2024-11-21
Traders Retreat,The Retreat,Price is KingðŸ‘‘S&D is the Language of the Chartsâœ¨Options/Futures/Bonds/Fx/Crypto/ $ES $NQ $YM âœ¨Discord YT TikTok IGðŸ‘‡ðŸ¼Links BelowðŸ‘‡ðŸ¼,2462,951,10027,False,"$US10Y #bonds 10 Year bounce right where the charts said it should

I mentioned this on @Ibelievethefed Space the other day.  Now we see where it closes the week...

$SPX $ES_F $SPY $NQ_F $QQQ $IWM $DIA $VIX $DXY #stocks #bonds  #markets $BTCUSD $ETHUSD #Bitcoin #Ethereum #Crypto https://t.co/LdI97CIwyZ https://t.co/Tp2RbyepIP","['bonds', 'stocks', 'bonds', 'markets', 'Bitcoin', 'Ethereum', 'Crypto']",Twitter Web App,False,2024-07-19
Bitcoin Proof-of-Life,,Take a photo with my latest tweet to prove you were alive at the current block height.,24,1,0,False,Approximately every 10 minutes a new block is generated and added to the #Bitcoin timechain. The latest is at block height 778890.,['Bitcoin'],QR code generation,False,2024-01-31
tictoknextblock,,Real-time bitcoin  insights,284,17,2,False,"ðŸŸ© Block 778890 â› â›

ðŸ“… 1st Mar 2023, 23:39:12 GMT

ðŸ“£ 395 tx with a value of 35.843 â‚¿ ($846.53k ðŸ‡ºðŸ‡¸)

ðŸ“£ distributed to 756 recipients ðŸ’ŽðŸ™Œ

ðŸ“£ 19,305,568.75 â‚¿ (91.93128%) mined â›

ðŸ“£ 1,694,431.25 â‚¿ remaining ðŸ’°

#bitcoin #tictoknextblock","['bitcoin', 'tictoknextblock']",tictoknextblock,False,2024-01-06
Whales Radar,Ä°stanbul,"https://t.co/oZVtGZzi5n

Crypto Whale Radar and Scanner

#Crypto #Bitcoin #Cryptocurrency #RastGele

Whales Radar is brand of @FxCanli",2779,1,2,False,"#XNOUSDT #XNO 
Signal #4  

Last Signal: 3064 mins ago 
Before: 0.93800000 
After: 0.90900000 ðŸ”´(-3.09%) 
Volume Chng: 23,982 USDT (6.49%) 

Daily  
Price Chng: (2.25%)ðŸŸ¢ 
Volume: 393,534 USDT 

ðŸš€PRO âž¡ï¸ https://t.co/1EgdzYf2ot ðŸ³

#Crypto #Bitcoin #BTC #ETH","['XNOUSDT', 'XNO', 'Crypto', 'Bitcoin', 'BTC', 'ETH']",MT4 to Twitter,False,2024-12-03
stayOnðŸŽ¯ 1225 1665 1923 1964 1971 2009 2222ðŸ‡©ðŸ‡ª,,"Youâ€™re responsible for being honest, you are not responsible for how that makes me feel.",2741,855,44946,False,@Ratpoisonaut @sathoarder @RubenStacksCorn @BTC_Freeborn @BrokenSystem20 @HodlersJourney @phathodl @hodlzuul @taodejing2 @happyclowntime @s256anon001 @DocHodllday @rwawoe @BITCOINHRDCHRGR @_StoicBTC_ @laurenoflight_ @BibsRatcatcher @WhereBTC @seth6102 @Masshodlghost @Capital15C @_Ben_in_Chicago @AnonMysteryMan @LoKoBTC @JohnOdetteMD @WaldoVision3 @BitcoinOdyssey @scrappystacks @ubeenfranked @salaciousBtc @brokensystem71 @DavidWearden @JacktheOrigin @bitcoinwarden @HodlOrion @DylanLeClair_ @CriticaIPath @jrob730 @MapABitcoin @VStackSats @Freddiesha256 @jc4466 @StakchainBuddha @Filoumannn Block 2841 Valid AF LFG #Bitcoin #BullishAF https://t.co/LvW2u0TeKY,"['Bitcoin', 'BullishAF']",Twitter for Mac,False,2024-07-30
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",3378,4710,59714,False,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

ðŸ’œðŸºðŸ’œWOLFðŸºPACKðŸ’œðŸºðŸ’œ https://t.co/hCHJrHkBcL","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False,2024-01-26
Rustin ä¸° ðŸ“° ðŸŽ™ â˜•ï¸ âš¡ï¸,The Fourth Turning,#Bitcoin Only News & Content / AustrianEcon / Liberty / Head of News @SimplyBitcoinTV / Research CafÃ© Bitcoin /ðŸ¤˜MetalðŸ¤˜ / ðŸˆ,3273,2458,56544,False,"Youâ€™re not buying stock, youâ€™re upgrading your money and can do so instantaneously #Bitcoin",['Bitcoin'],Twitter for iPhone,False,2024-09-01
BFV âš¡ï¸ â›,Free Market @ Internet Economy,#Bitcoin is commoditized energy in the form of money Price discovery starts with Fair Value which starts with Cost of Production which starts with Proof of Work,478,297,7132,False,"@hashrateindex Overnight #Bitcoin went from being over 20 blocks behind to only less than 10 blocks behind

At this growth pace miners are in for another positive adjustment ðŸ˜‘

How long before the 2016 block moving average is over 400 EH/s??

Hashrate is ðŸš€ðŸš€ðŸš€",['Bitcoin'],Twitter for Android,False,2024-01-08
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1662.69 USD
#Bitcoin 0.07042358 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-10-10
Stypto Algo,Ontario,"Stypto Algo is a leading global alternative investment management platform, specializing in digital assets.",59,0,4,False,"âš¡ï¸ Upcoming Whale Liquidation Prices:
ã€°ï¸ ðŸŸ¥ Short 100x: $23,600
ã€°ï¸ ðŸŸ¥ Short 50x: $23,844

ðŸŒª Latest Whale Position Liquidation Prices:
ã€°ï¸ ðŸŸ¥ Short 100x: $23,600
ã€°ï¸ ðŸŸ¥ Short 25x: $24,349

#bitcoin $BTC #crypto #stypto","['bitcoin', 'crypto', 'stypto']",StyptoPredictedLiquidations,False,2024-08-28
"NYF {ðŸ‘»,ðŸ‘»}",oki tokki,Shueshi,0,1,0,False,The pain trade is to go up!#bitcoin #crypto #LTC #ETH,"['bitcoin', 'crypto', 'LTC', 'ETH']",Twitter Web App,False,2024-01-31
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",3378,4710,59714,False,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

ðŸ’œðŸºðŸ’œWOLFðŸºPACKðŸ’œðŸºðŸ’œ https://t.co/aafYKJ7r2c","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False,2024-05-02
Sergio,coin hunt world,"professional coin hunt world player

-living with autism-",185,76,13134,False,"c03x found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/a37s2OfkQa #cryptocurrency #22224 https://t.co/3jgpTjU4Xs","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,2024-09-06
Scoresby,Baffin Bay,Assistant Janitor at the Bitcoin Marketing Department,1112,591,1229,False,"Hold your own #Bitcoin keys, even if you find yourself marooned on a space rock wearing far too few clothes. https://t.co/yG9wrqxjPh",['Bitcoin'],Twitter Web App,False,2024-09-16
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",4463,9,24,False,"Weekly ðŸš€

#BTC Last $23607

â€¢Change since Monday 00h00(UTC): +0.22% ðŸŸ¢
â€¢MACD:
 -MACD Line: 97
 -Signal Line: -985

#ETH Last $1660

â€¢Change: +1.15% ðŸŸ¢
â€¢MACD:
 -MACD Line: 2
 -Signal Line: -65

#Blockchain #Token #Bitcoin #Ethereum
(8/16)
461031","['BTC', 'ETH', 'Blockchain', 'Token', 'Bitcoin', 'Ethereum']",vaiotapi,False,2024-01-17
Ensaladilla ðŸ‡ªðŸ‡¸,EspaÃ±a,"Hijo de Heinz y Ligeresa. No soy rusa, soy espaÃ±ola.

Cuenta de actualidad, polÃ­tica, humor, criptomonedas y mis mierdas. SÃ­gueme en mi canal de Youtube.",127,150,131,False,"If you have thought of buying a Cold Wallet Ledger, you can use my referral code which will give you $10 FREE in Bitcoin. If you have any questions ask me. Greetings!

https://t.co/tQ0F42bbfm

#Ledger #Bitcoin #BTC #Ethereum #ETH #altcoins #Binance #Coinbase #cripto #Solana","['Ledger', 'Bitcoin', 'BTC', 'Ethereum', 'ETH', 'altcoins', 'Binance', 'Coinbase', 'cripto', 'Solana']",Twitter Web App,False,2024-05-28
bitboy_crypto,,"Ben Armstrong personal Twitter . #Bitcoin #Ethereum #Cryptocurrency Content Creator,Coach ,Investor,& Husband.",115,867,33,False,"Thereâ€™s a day coming when Gary Gensler will be held accountable for the decisions  heâ€™s been making, and we can only hope no rock is left unturned 
#Bitcoin #Crypto https://t.co/uisdMDLMyt","['Bitcoin', 'Crypto']",Twitter for iPhone,False,2024-07-05
Lola Coin,,"We created https://t.co/rMfEuZQYzG portal with you in mind, and we hope you find it helpful. This cryptocurrency-related web portal is a work of art. Enjoy!",49,49,7,False,"Visa and Mastercard suspend launch of crypto products: hereâ€™s whatâ€™s going on

 ItÂ seems that Visa and Mastercard have temporarily  stopped the launch of their  cryptocurrency ... https://t.co/vtmGi6ZHTs #Bitcoin #Blockchain #Cardano #Crypto #Cryptocurrency https://t.co/3shYZBBQER","['Bitcoin', 'Blockchain', 'Cardano', 'Crypto', 'Cryptocurrency']",WPAutopostapp,False,2024-10-22
Hackwith_Garry ðŸ–¥ðŸ›°ðŸ“¡,"London, Ontario",GODðŸ¥‡Pro-Hacking Services. *Private Investigator* *Recovery Services* *Instagram* *Crypto* *Facebook* *icloud* *Snapchat* #NoFreeHacks,2268,47,194,False,Catch a cheating partner message us for the fastest means to know what your partner is hiding from you! #bitcoinÂ Â â€¯â€¯â€¯â€¯â€¯â€¯ #hacked #hackedaccount #cheatingspouse #cheatingwife #cheatinghusband #cheaters #cheatersexposed #cheaterexposed #cheating #cheatinggirlfriend https://t.co/4kB5HYvAFG,"['bitcoin', 'hacked', 'hackedaccount', 'cheatingspouse', 'cheatingwife', 'cheatinghusband', 'cheaters', 'cheatersexposed', 'cheaterexposed', 'cheating', 'cheatinggirlfriend']",Twitter for iPhone,False,2024-11-28
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.41 USD

#Bitcoin 0.0128 BTC

#Ethereum 0.18205 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-04-04
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1661.13 USD
#Bitcoin 0.07031678598278326 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-01-11
Navid Nassiri,Metaverse,I'm just trying to do my part in making the world a better place. #DeFi #web3 #blockchain #crypto #cryptocurrency #btc #eth #bahai,3917,554,325,False,Nigeria Picks Bola Tinubu as President Amid Cash Shortages  https://t.co/1i51swV5M4 #crypto #cryptocurrency #blockchain #bitcoin #ethereum #antifud #fightfomo https://t.co/ehdP99btEu,"['crypto', 'cryptocurrency', 'blockchain', 'bitcoin', 'ethereum', 'antifud', 'fightfomo']",Zapier.com,False,2024-06-17
Navid Nassiri,Metaverse,I'm just trying to do my part in making the world a better place. #DeFi #web3 #blockchain #crypto #cryptocurrency #btc #eth #bahai,3917,554,325,False,Voyager's Reward Program Lost $58M in 2022: Court Filing  https://t.co/k9Y4HX8Qgk #crypto #cryptocurrency #blockchain #bitcoin #ethereum #antifud #fightfomo https://t.co/9UsGL5vkgb,"['crypto', 'cryptocurrency', 'blockchain', 'bitcoin', 'ethereum', 'antifud', 'fightfomo']",Zapier.com,False,2024-12-22
ðð„ðð‘ð€ ðŸ”±,CONSISTENCY CHALLENGE,"Trader | ðŸ”±

Nothing here is advice |
If you cannot say GM, don't follow |

CIMA (6th world rank) | MA Economics | IronMan | Ex Senior FD",5475,230,52609,False,#Bitcoin will solve this. https://t.co/7vmbr2dng1,['Bitcoin'],Twitter for Android,False,2024-03-27
Rati Novi,Palembang,I dont know with your feel.. I just know that ILOVEU,122,32,25,False,"Get ready for an awesome #Web3 experience with #Bitcoin and other cryptos in 2023! We all need to come together as the crypto community &amp; make this journey into  The Future fun, beneficial, and easy. @xDayKami","['Web3', 'Bitcoin']",Twitter Web App,False,2024-06-28
Thomas Altona âš¡ï¸ðŸŸ ,Citadel ,Family Freedom Land Bitcoin God #npub1t27d7nv7ym4z8wp8a3vqcdnxcyls2m6574xpn9rju3as6crz8saqazs5ee https://t.co/eELHi2e9rc,359,1619,7886,False,"Iâ€™m leaving twitter for good for nostr. 

Decentralised social media with #bitcoin lightning integrated is bullish af. 

So much potential 

npub1t27d7nv7ym4z8wp8a3vqcdnxcyls2m6574xpn9rju3as6crz8saqazs5ee

See you there ðŸ¤ðŸ«¡",['bitcoin'],Twitter for iPhone,False,2024-01-24
Live News Update,los angeles,"Its All about sports news update. #news #breakingnews #livestream
Breaking news,latest news,bbc news, world news, top news, hot news,celebrity news , livestream",5811,6709,104,False,"Cardano founder Charles Hoskinson reacts to open letter #crypto #bitcoin
https://t.co/LOW8kBDqYv","['crypto', 'bitcoin']",Twitter Web App,False,2024-09-30
CryptoNewswire ðŸŒ,,Follow the latest cryptocurrency news and events. #bitcoin #altcoins #crypto #blockchain #fintech,9752,175,0,False,Silvergate shares tumble 30% after crypto-friendly lender delays filing annual report - https://t.co/clWQOJsgxP #bitcoin #crypto,"['bitcoin', 'crypto']",CryptoNewswire,False,2024-08-15
cryptoguse,,#crypto enthusiast,54,232,1798,False,Longing BTC #BITCOIN https://t.co/RAhq9l8QVP,['BITCOIN'],Twitter for iPhone,False,2024-01-31
Live Price Crypto,,"I Tweet the latest #BTC/#ETH/#BNB/#MATIC & #StableCoins price
+Daily/Weekly Technical Indicators 

Live since 20/03/2022

@web3africa1",4463,9,24,False,"Weekly ðŸš€

#BTC Last $23616

-RSI: 56
-Moving Average(20): 19757
-MA(50): 24092
-MA(200): 25181
-Bollinger B. lower/upper: 13838/25676

#ETH Last $1661 #ETH

-RSI: 54
-MA(20): 1423
-MA(50): 1695
-MA(200): 1430
-BB: 1032/1815

#Live #Bitcoin #Ethereum
(7/16)
461030","['BTC', 'ETH', 'ETH', 'Live', 'Bitcoin', 'Ethereum']",vaiotapi,False,2024-06-23
Chuks Of CryptoðŸ”¶ðŸ“ˆ,Nigeria,Founder @coingovNG | CryptoBlogger | FA & TA Analyst ðŸ“ˆ | Defi Trader | Spot Trader #BTC #crypto I am open for marketing.,1257,273,25929,False,Are you ready for #Bitcoin breakout!,['Bitcoin'],Twitter for Android,False,2024-09-02
Danilo PerÃ¨z,,"Web developer,ðŸ§‘â€ðŸ’»crypto engineer,Cyber security,successfully built my own school through cryptoðŸ“ŠðŸ“ˆ",501,29,10,False,Send a direct message now for help with withdrawal on #Kicurency #robecoins #tidexcoin #lmy #snbiex #snbiexcoin #é«˜æ¦•èµ„æœ¬ #fintech #Bsc. #snbiexcoin #BitcoinÂ â€¯â€¯â€¯Â Â Â Â Â Â  #ç§‹å…ƒçœŸå¤å’æ¥­ã‚³ãƒ³ã‚µãƒ¼ãƒˆ  #à¸™à¹‰à¸­à¸‡à¸•à¹ˆà¸­ #Robinhood https://t.co/EhWjd1YqEB,"['Kicurency', 'robecoins', 'tidexcoin', 'lmy', 'snbiex', 'snbiexcoin', 'é«˜æ¦•èµ„æœ¬', 'fintech', 'Bsc', 'snbiexcoin', 'Bitcoin', 'ç§‹å…ƒçœŸå¤å’æ¥­ã‚³ãƒ³ã‚µãƒ¼ãƒˆ', 'à¸™à¹‰à¸­à¸‡à¸•à¹ˆà¸­', 'Robinhood']",Twitter for iPhone,False,2024-04-07
